Agreement Type,Department,Agreem,ent ID,,,Tracking Number,Transaction Date,Not to Exceed Amount,Encumbered,Expended,Retained,Outstanding,Agreement Start Date,Agreement End Date,Closed Date,Buyer Name,Buyer Phone,Agreement Description,Agreement Held?,Closed?
Purchase Order,40,201830,14435,,,19,9/28/17,0,1675,1675,0,0,9/28/17,6/30/18,11/15/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,13306,,,10,9/27/17,0,3550,3550,0,0,9/27/17,6/30/18,11/29/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,14070,,,8,9/27/17,0,9850,9850,0,0,9/27/17,6/30/18,10/19/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,14218,,,4,9/27/17,0,1090,1090,0,0,9/27/17,6/30/18,3/22/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,13194,,,6,9/26/17,0,3789,3789,0,0,9/26/17,6/30/18,2/6/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,12840,,,3,9/25/17,0,4650,4650,0,0,9/25/17,6/30/18,4/2/18,William H. Sutton III,212-857-1475,,No,Yes
Contract,40,201830,9420,,,12,9/20/17,25000,12450,12450,0,12550,9/20/17,6/30/18,9/25/17,William H. Sutton III,212-857-1475,NEGOTIATED SERVICES-SERVICES,No,Yes
Purchase Order,40,201830,8476,,,12,9/19/17,0,4825,4825,0,0,9/19/17,6/30/18,11/17/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,9199,,,7,9/15/17,0,8650,8650,0,0,9/15/17,6/30/18,10/3/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,9144,,,9,9/14/17,0,7300,7300,0,0,9/14/17,6/30/18,6/14/18,William H. Sutton III,212-857-1475,,No,Yes
Contract,40,201830,8594,,,25,9/13/17,25000,19600,19600,0,5400,9/13/17,6/30/18,2/13/18,William H. Sutton III,212-857-1475,NEGOTIATED SERVICES-SERVICES,No,Yes
Purchase Order,40,201830,7636,,,4,9/11/17,0,5140,5140,0,0,9/11/17,6/30/18,9/26/17,William H. Sutton III,212-857-1475,,No,Yes
Contract,40,201830,7003,,,10,9/8/17,25000,10025,10025,0,14975,9/8/17,6/30/18,9/14/17,William H. Sutton III,212-857-1475,NEGOTIATED SERVICES-SERVICES,No,Yes
Purchase Order,40,201830,7691,,,17,9/8/17,0,3175,3175,0,0,9/8/17,6/30/18,6/26/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,7406,,,26,9/7/17,0,4200,4200,0,0,9/7/17,6/30/18,9/14/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,6428,,,6,9/5/17,0,1635,1635,0,0,9/5/17,6/30/18,9/11/17,William H. Sutton III,212-857-1475,,No,Yes
Contract,40,201830,5568,,,11,8/30/17,25000,13590,13590,0,11410,8/30/17,6/30/18,11/14/17,William H. Sutton III,212-857-1475,3 BIDS-SERVICES,No,Yes
Purchase Order,40,201830,5849,,,12,8/30/17,0,4550,4550,0,0,8/30/17,6/30/18,1/23/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,1566,,,18,8/29/17,0,5925,5925,0,0,8/29/17,6/30/18,11/27/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201730,42067,,,4,8/12/17,0,1320,1320,0,0,1/26/17,6/30/17,12/11/17,William H. Sutton III,212-857-1475,Roll Document from 2017 to 2018,No,Yes
Purchase Order,40,201830,3641,,,4,8/10/17,0,8375,8375,0,0,8/10/17,6/30/18,6/6/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201730,25947,,,10,7/24/17,0,4350,4350,0,0,7/24/17,6/30/18,7/24/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,1121,,,12,7/17/17,0,2500,2500,0,0,7/17/17,6/30/18,9/25/17,William H. Sutton III,212-857-1475,,No,Yes
Contract,40,201830,798,,,30,7/11/17,25000,14265,14265,0,10735,7/11/17,6/30/18,6/5/18,William H. Sutton III,212-857-1475,NEGOTIATED SERVICES-SERVICES,No,Yes
Purchase Order,40,201730,9185,,,2,7/6/17,0,7950,7950,0,0,7/6/17,6/30/18,7/6/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201730,60567,,,6,6/27/17,0,7220,7220,0,0,6/27/17,6/30/17,6/27/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201730,67362,,,3,6/22/17,0,2130,2130,0,0,6/22/17,6/30/17,6/22/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201730,23658,,,11,6/12/17,0,4210,4210,0,0,6/12/17,6/30/17,6/16/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201730,94586,,,11,5/19/17,0,1325,1325,0,0,5/19/17,6/30/17,6/14/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201730,92692,,,3,4/28/17,0,2130,2130,0,0,4/28/17,6/30/17,5/18/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201730,84657,,,12,4/7/17,0,5500,5500,0,0,4/7/17,6/30/17,6/30/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201730,75251,,,6,3/29/17,0,90,90,0,0,3/29/17,6/30/17,4/19/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201730,76643,,,12,3/29/17,0,3545,3545,0,0,3/29/17,6/30/17,5/17/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201730,76655,,,12,3/29/17,0,3455,3455,0,0,3/29/17,6/30/17,6/1/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201730,73316,,,11,3/27/17,0,1065,1065,0,0,3/27/17,6/30/17,4/27/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201730,69048,,,3,3/20/17,0,805,805,0,0,3/20/17,6/30/17,5/3/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201730,64271,,,2,3/17/17,0,8220,8220,0,0,3/17/17,6/30/17,6/16/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201730,62575,,,9,3/13/17,0,3195,3195,0,0,3/13/17,6/30/17,5/1/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201730,65532,,,3,3/13/17,0,4730,4730,0,0,3/13/17,6/30/17,5/3/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201730,60801,,,12,3/10/17,0,1465,1465,0,0,3/10/17,6/30/17,4/27/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201730,60524,,,12,3/9/17,0,1845,1845,0,0,3/9/17,6/30/17,5/9/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201730,56632,,,19,3/6/17,0,1585,1585,0,0,3/6/17,6/30/17,6/21/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201730,55431,,,12,3/2/17,0,285,285,0,0,3/2/17,6/30/17,6/30/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201730,54839,,,12,3/1/17,0,2715,2715,0,0,3/1/17,6/30/17,3/22/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201730,54841,,,12,3/1/17,0,2625,2625,0,0,3/1/17,6/30/17,5/10/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201730,51556,,,12,2/17/17,0,0,0,0,0,2/17/17,6/30/17,2/17/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201730,51821,,,6,2/17/17,0,2455,2455,0,0,2/17/17,6/30/17,5/4/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201730,52048,,,2,2/17/17,0,4285,4285,0,0,2/17/17,6/30/17,6/14/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201730,50187,,,9,2/15/17,0,3195,3195,0,0,2/15/17,6/30/17,3/30/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201730,50191,,,9,2/15/17,0,3195,3195,0,0,2/15/17,6/30/17,3/30/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201730,49212,,,4,2/14/17,0,1635,1635,0,0,2/14/17,6/30/17,5/4/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201730,49093,,,12,2/13/17,0,1935,1935,0,0,2/13/17,6/30/17,5/10/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201730,47526,,,4,2/10/17,0,1230,1230,0,0,2/10/17,6/30/17,5/3/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201730,47119,,,4,2/8/17,0,440,440,0,0,2/8/17,6/30/17,3/8/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201730,47292,,,12,2/7/17,0,2505,2505,0,0,2/7/17,6/30/17,4/11/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201730,46593,,,12,2/6/17,0,805,805,0,0,2/6/17,6/30/17,2/22/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201730,44159,,,12,2/3/17,0,2715,2715,0,0,2/3/17,6/30/17,2/22/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201730,44864,,,12,2/3/17,0,3740,3740,0,0,2/3/17,6/30/17,2/22/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201730,45912,,,20,2/3/17,0,1210,1210,0,0,2/3/17,6/30/17,4/3/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201730,45926,,,20,2/3/17,0,1300,1300,0,0,2/3/17,6/30/17,6/12/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201730,45964,,,9,2/3/17,0,3400,3400,0,0,2/3/17,6/30/17,6/27/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201730,42915,,,12,1/26/17,0,4065,4065,0,0,1/26/17,6/30/17,5/3/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201730,41110,,,12,1/20/17,0,3740,3740,0,0,1/20/17,6/30/17,2/22/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201730,30290,,,12,12/7/16,0,5000,5000,0,0,12/7/16,6/30/17,7/3/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201730,21470,,,12,10/31/16,0,7470,7470,0,0,10/31/16,6/30/17,12/6/16,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201730,19644,,,4,10/24/16,0,4495,4495,0,0,10/24/16,6/30/17,4/20/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201730,14088,,,29,10/14/16,0,1065,1065,0,0,10/14/16,6/30/17,11/29/16,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201730,16070,,,19,10/14/16,0,4730,4730,0,0,10/14/16,6/30/17,10/28/16,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201730,16877,,,20,10/14/16,0,3790,3790,0,0,10/14/16,6/30/17,6/16/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201730,11314,,,2,9/23/16,0,2415,2415,0,0,9/23/16,6/30/17,5/3/17,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201730,8852,,,7,9/16/16,0,1365,1365,0,0,9/16/16,6/30/17,10/6/16,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201630,18311,,,24,8/13/16,0,275,275,0,0,11/6/15,6/30/16,1/19/17,William H. Sutton III,212-857-1475,Roll Document from 2016 to 2017,No,Yes
Purchase Order,40,201630,37945,,,19,6/20/16,0,2740,2740,0,0,6/20/16,6/30/16,6/20/16,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201630,61711,,,10,5/23/16,0,4185,4185,0,0,5/23/16,6/30/16,5/23/16,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201630,71575,,,29,4/5/16,0,1245,1245,0,0,4/5/16,6/30/16,6/28/16,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201630,73493,,,20,4/5/16,0,615,615,0,0,4/5/16,6/30/16,6/22/16,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201630,74022,,,8,4/4/16,0,1776,1776,0,0,4/4/16,6/30/16,5/4/16,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201630,74076,,,9,4/4/16,0,1090,1090,0,0,4/4/16,6/30/16,6/20/16,William H. Sutton III,212-857-1475,,No,Yes
Contract,40,201630,69626,,,18,4/1/16,25000,11300,11300,0,13700,4/1/16,6/30/16,6/17/16,William H. Sutton III,212-857-1475,NEGOTIATED SERVICES-SERVICES,No,Yes
Purchase Order,40,201630,58326,,,11,3/22/16,0,4820,4820,0,0,3/22/16,6/30/16,5/17/16,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201630,50526,,,10,3/10/16,0,1700,1700,0,0,3/10/16,6/30/16,6/20/16,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201630,49249,,,12,3/9/16,0,5455,5455,0,0,3/9/16,6/30/16,3/14/16,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201630,45019,,,11,3/4/16,0,2220,2220,0,0,3/4/16,6/30/16,6/22/16,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201630,46397,,,2,3/4/16,0,2310,2310,0,0,3/4/16,6/30/16,5/18/16,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201630,45649,,,11,3/2/16,0,1155,1155,0,0,3/2/16,6/30/16,4/19/16,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201630,45344,,,9,3/1/16,0,1180,1180,0,0,3/1/16,6/30/16,4/19/16,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201630,44883,,,7,2/29/16,0,3870,3870,0,0,2/29/16,6/30/16,6/20/16,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201630,42672,,,2,2/26/16,0,270,270,0,0,2/26/16,6/30/16,5/23/16,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201630,41562,,,11,2/22/16,0,4680,4680,0,0,2/22/16,6/30/16,3/8/16,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201630,40192,,,11,2/11/16,0,4050,4050,0,0,2/11/16,6/30/16,3/10/16,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201630,37891,,,2,2/3/16,0,2415,2415,0,0,2/3/16,6/30/16,5/23/16,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201630,36415,,,20,1/28/16,0,615,615,0,0,1/28/16,6/30/16,6/22/16,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201630,35791,,,3,1/27/16,0,1155,1155,0,0,1/27/16,6/30/16,2/5/16,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201630,22848,,,27,11/24/15,0,4370,4370,0,0,11/24/15,6/30/16,5/10/16,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201630,18329,,,28,11/5/15,0,915,915,0,0,11/5/15,6/30/16,6/20/16,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201630,11079,,,6,10/6/15,0,750,750,0,0,10/6/15,6/30/16,6/21/16,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201530,33254,,,6,8/15/15,0,1455,1455,0,0,2/3/15,6/30/15,9/28/15,William H. Sutton III,212-857-1475,Roll Document from 2015 to 2016,No,Yes
